	가게	주소	테마
596	한라통닭	제주특별자치도 서귀포시 중정로73번길 13	"#치킨 #감자튀김 #떡튀김
#음식 #마늘치킨"
597	한마음돈가돈	제주특별자치도 제주시 연신로 91	"#근고기 #연탄구이 #돼지고기
#음식 #목살 #오겹살 #김치찌개 #된장찌개 #돼지구이 #흑돼지구이 #흑돼지 #삼겹살"
598	한우네백년해장국	제주특별자치도 제주시 신산로 6	"#소고기해장국 #뼈해장국 #내장탕
#수육 #한식"
599	해뜨는식당	제주특별자치도 서귀포시 성산읍 한도로 269	"#해물전골 #갈치전골 #회
#한식 #음식 #갈치조림 #제주갈치조림 #갈치구이 #제주갈치구이 #고등어구이 #갈치국"
600	해적카페	제주특별자치도 제주시 우도면 우도해안길 794-4	"#톳비빔밥 #바지락칼국수 #불고기덮밥
#음식 #비빔밥 #해물전골 #칼국수"
601	햇살가득돌담집	제주특별자치도 제주시 조천읍 함대로 25-1	"#흑돼지 #쌈정식 #강된장
#한식 #음식 #흑돼지구이 #돼지구이 #오겹살"
602	행복미가	제주특별자치도 제주시 구남동5길 12	"#흑미삼계탕 #전복오리두루치기 #미가삼계탕
#한식 #음식 #삼계탕 #두루치기 #볶음밥"
603	행복한시저네	제주특별자치도 서귀포시 막동산로 5-4	"#버터스파게티 #짜글이 #퓨전음식
#음식 #스파 #돼지짜글이"
604	헬로우우도	제주특별자치도 제주시 우도면 우도해안길 218	"#카페 #디저트 #커피
#음식 #아메리카노 #에이드 #우도 #아이스크림 #토스트 #딸기스무디"
605	협재삼춘네횟집	제주특별자치도 제주시 한림읍 한림로 318	"#횟집 #회 #회코스
#음식 #갈치조림 #제주갈치조림 #고등어조림 #갈치국 #물회 #한치물회 #광어회 #한치"
606	홍돈깡통연탄구이	제주특별자치도 제주시 한림읍 한림로3길 10-12	"#흑돼지 #연탄구이 #근고기
#음식 #오겹살 #삼겹살 #가브리살"
607	황토기와집	제주특별자치도 서귀포시 일주서로 1102	"#손칼국수 #파전 #감자옹심이
#음식 #해물칼국수 #보쌈 #해물파전 #칼국수"
608	흑돈향	제주특별자치도 서귀포시 태평로 58	"#흑돼지 #연탄구이 #돼지고기
#음식 #흑돼지구이 #오겹살 #삼겹살 #목살"
609	흑돼지신화	제주특별자치도 서귀포시 안덕면 한창로 628	"#흑돼지 #연탄구이 #근고기
#음식 #흑돼지구이 #돼지구이 #돼지김치찌개 #오겹살 #삼겹살 #한치물회 #소라물회 #꼼장어 #한치"
610	흑돼지촌	제주특별자치도 제주시 한림읍 한림상로 62	"#흑돼지 #초벌구이 #전복뚝배기
#냉면 #한식 #음식 #흑돼지구이 #가브리살 #김치찌개"
611	흑돼지킹생구이전문점	제주특별자치도 제주시 도령로11길 26-9	"#흑돼지 #한식 #향토음식
#음식 #흑돼지구이 #양념갈비 #갈비 #된장찌개 #김치찌개"
612	흑한우명품관	제주특별자치도 서귀포시 일주동로 8421	"#흑한우 #흑우 #육회
#갈비탕 #음식 #한우구이 #갈비 #양념갈비"
613	1080칼국수	제주특별자치도 제주시 서광로13길 3	"#바지락 #닭칼국수 #김치손칼국수
#칼국수 #한식 #음식 #만두"
614	1950하우스	제주특별자치도 제주시 애월읍 평화로 2369	"#수제버거 #블랙버거 #보리버거
#햄버거 #음식"
615	24시 뼈다귀탕 제주점	제주특별자치도 제주시 동광로 19-1	"#뼈다귀탕 #뼈감탕 #한식
#음식"
616	24시 전주명가콩나물국밥	제주시 구산로 59	"#한식 #국밥 #콩나물국밥
#음식 #김치찌개 #순대"
617	24시누름돌김치찌개	제주특별자치도 제주시 노연로 146	"#김치찌개 #24시음식점 #제주맛집
#아침식사 #음식 #식당"
618	24시뼈다귀탕동홍점	제주특별자치도 서귀포시 동홍남로 43	"#뼈다귀탕 #24시 #돈까스
#음식 #식당"
619	24시얼큰시원생고기김치찌개노형점	제주특별자치도 제주시 수덕5길 5	"#24시운영 #김치찌개전문점 #신제주
#음식 #식당"
620	24시전주명가콩나물국밥	제주특별자치도 제주시 구산로 59	"#콩나물국밥 #해장 #국밥
#음식 #식당"
621	60빈스	제주특별자치도 서귀포시 태평로120번길 29-2	"#호근동 #올레길 #에이드
#올레길7코스 #말차 #엠블랑 #우도땅콩 #음식 #카페"
622	And유Caf?	제주특별자치도 제주시 한림읍 한림로 518	"#카페 #한림 #옹포
#비건 #음식 #햄버거 #샌드위치 #아메리카노 #식당"
623	BBQ치킨 추자점	제주특별자치도 제주시 추자면 추자로 14-4	"#추자BBQ #추자도치킨 #추자치킨
#추자도음식점 #추자도 #음식 #치킨 #양념치킨 #치킨샐러드 #감자튀김 #식당"
624	Jeju in aA카페	제주특별자치도 제주시 구좌읍 계룡길 26-20	"#음료 #카페 #커피
#음식 #아메리카노 #에스프레소 #카페라떼 #녹차라떼 #카푸치노 #바닐라라떼 #아인슈페너"
625	M1971엠브릿지	"제주특별자치도 서귀포시 대정읍 최남단해안로 128, M1971"	"#돌고래투어 #요트투어 #마라도
#대정 #음식"
626	S BAR	제주특별자치도 서귀포시 안덕면 신화역사로304번길 38	"#휴식/힐링 #나이트라이프 #음식
#칵테일 #식당"
627	가리본가 본점	제주특별자치도 제주시 성신로1길 17	"#가리찜 #해산물 #갈비탕
#갈비찜 #음식 #식당"
628	가비오타카페	제주특별자치도 제주시 구좌읍 해맞이해안로 2030 (종달리)	"#카페 #커피 #케익
#음식 #팥빙수 #망고빙수 #아메리카노 #카페라떼 #에그타르트 #주스"
629	가산토방 식당	제주특별자치도 서귀포시 인정오름로 86번길 3	"#흑돼지 #한식 #커피
#음식 #돼지구이 #흑돼지구이 #오겹살"
630	가야아구찜	제주특별자치도 제주시 도공로 20 (도두1동) 1층 가야아구찜	"#음식 #아구찜 #몸국
#고기국수"
631	가온해	제주특별자치도 서귀포시 안덕면 난드르로 4	"#찻집 #차 #효소차
#개똥쑥차 #현미차 #오디차 #모과차 #효소 #음식"
632	갈치 카페	제주 서귀포시 중문관광로 31	"#카페 #갈치빵 #갈치파이
#아이스크림 #디저트 #음식 #빵"
633	감나무집	제주특별자치도 제주시 오남로 12	"#돼지갈비 #우거지탕 #한식
#음식 #김치찌개 #된장찌개 #돼지구이 #갈비 #양념갈비"
634	감산우리가든	제주특별자치도 서귀포시 안덕면 일주서로 1558	"#로컬식당 #한식 #흑돼지
#옥돔구이 #음식"
635	감저카페	제주특별자치도 서귀포시 대정읍 대한로 22	"#커피 #샌드위치 #디저트
#사진창고 #갤러리 #음식 #아메리카노 #바닐라라떼 #카페라떼 #돌체라떼 #에이드 #쿠키"
636	감초식당	제주특별자치도 제주시 동광로1길 32	"#순대 #구제주 #보성시장
#음식 #순대국 #순대국밥 #순대전골 #머리고기 #식당"
637	강정해녀의집	제주특별자치도 서귀포시 말질로 290	"#성게칼국수 #성게덮밥 #물회
#활어회 #횟집 #음식 #성게비빔밥 #성게국 #고등어구이 #전복죽 #칼국수"
638	갤러리 라운지	제주특별자치도 제주시 노연로 12	"#커플 #부모 #휴식/힐링
#카페 #음식 #차 #카페라떼 #바닐라라떼 #식당"
639	갯것이식당	제주특별자치도 제주시 가령로 9	"#보말국 #성게미역국 #성게국수
#갈치국 #한식 #음식 #물회 #소라물회 #한치물회 #전복물회 #갈치구이 #옥돔구이 #전복뚝배기 #한치"
640	갯마을	제주특별자치도 제주시 연동4길 6-2	"#전복뚝배기 #고등어조림 #옥돔구이
#고등어구이 #갈치조림 #음식 #고등어 #고등어회 #쌈밥 #전복버터구이 #갈치 #갈치구이 #갈치회 #제주갈치조림 #제주갈치구이 #갈치국 #물회 #회국수 #회덮밥 #회 #한치회 #전복물회 #광어회 #문어숙회 #방어회 #한치 #방어"
641	거기제주	제주특별자치도 서귀포시 대정읍 노을해안로 732 (신도리)	"#카페 #음료 #디저트
#사진 #기념품 #음식 #팥빙수 #스파게티 #아메리카노"
642	거부한정식	제주특별자치도 제주시 제원4길 3	"#한식 #고등어조림 #옥돔구이
#돔베고기 #무한리필 #음식 #정식"
643	거인의 정원	제주특별자치도 제주시 대원길 58	"#예술 #갤러리 #실내
#카페 #실내관광지 #문화관광 #어트랙션"
644	게우지코지 카페	제주특별자치도 서귀포시 보목포로 177	"#쇠소깍 #에이드 #발효빵
#샤워도우 #디저트카페 #빵지순례 #음식 #카페 #빵 #베이커리 #아메리카노 #카페라떼"
645	게판5분전	제주특별자치도 서귀포시 중앙로54번길 35	"#올레시장 #서귀포 #딱새우
#음식 #식당"
646	겐짱야	제주특별자치도 제주시 월광로 140	"#우동 #김밥 #한식
#음식 #돈까스 #새우튀김"
647	겹겹의 의도	제주특별자치도 서귀포시 홍중로27번길 4	"#베이커리 #카페 #크루아상
#음식 #빵 #아메리카노"
648	경성통닭	제주특별자치도 서귀포시 중앙로42번길 17	"#치킨 #닭강정 #마늘치킨
#음식 #양념치킨"
649	경주네횟집	제주특별자치도 제주시 연동6길 28	"#다금바리 #물회 #회국수
#회덮밥 #회 #갈치회 #고등어회 #한치물회 #광어회 #한치회 #전복물회 #방어회 #참돔회 #음식 #한치 #방어"
650	고가네	제주특별자치도 서귀포시 성산읍 성산중앙로19번길 14	"#향토음식 #전복죽 #묵은지고등어조림
#전복뚝배기 #음식"
651	고객식당	제주특별자치도 제주시 관덕로14길 20	"#갈치 #고등어 #한식
#음식 #갈치조림 #제주갈치조림 #고등어조림 #고등어구이 #갈치구이 #제주갈치구이 #갈치국 #성게미역국"
652	고내촌한정식	제주특별자치도 제주시 애월읍 고내로13길 73	"#한정식 #연잎밥정식 #제육볶음정식
#떡갈비정식 #음식 #떡갈비 #정식 #제육볶음 #간장게장 #오분작뚝배기"
653	고래라면 신화역사점	제주특별자치도 서귀포시 안덕면 신화역사로304번길 38	"#신화공원 #문어라면 #성게라면
#음식 #식당"
654	고로케야	제주특별자치도 제주시 가령골2길 13-20	"#고로케 #치즈고로케 #민치카츠
#음식"
655	고마워토토 아뜰리에	제주특별자치도 제주시 애월읍 고성북길 112	"#커피 #쿠킹체험 #쿠키
#라자냐 #치킨 #음식 #크림파스타 #파스타"
656	고망딱새	제주특별자치도 제주시 서해안로 96	"#화덕피자 #카페 #쿠키
#잼 #음식 #고르곤졸라화덕피자 #마르게리타화덕피자 #ゴルゴンゾ?ラ石窯ピザ"
657	고벤져스	제주특별자치도 제주시 신성로 66	"#양념고기 #양념갈비 #한식
#음식 #돼지구이 #오겹살 #삼겹살 #갈비 #된장찌개 #김치찌개 #목살"
658	고사리식당	제주특별자치도 제주시 조천읍 번영로 1680	"#한식 #갈치조림 #떡갈비
#연잎밥 #음식 #육개장 #성게미역국 #고사리 #고등어구이"
659	고씨네천지국수	제주특별자치도 서귀포시 중앙로79번길 4	"#멸치국수 #고기국수 #흑돼지만두
#제주국수맛집 #국수 #만두 #음식 #식당"
660	고요새	제주특별자치도 제주시 선사로8길 11	"#커피 #제주카페 #명상
#음식 #카페"
661	고향향토장터	제주특별자치도 제주시 추자면 추자로 576	"#추자식당 #추자음식점 #하추자음식점
#신양항근처음식점 #추자도 #음식 #생선구이정식 #정식 #문어숙회 #조기구이 #물회 #한치물회 #제육볶음 #김치찌개 #식당 #한치"
662	곤밥2	제주특별자치도 제주시 서부두남길 8	"#정식 #두루치기 #칠성로
#백반 #제육볶음 #가정식 #음식 #식당"
663	골목카페옥수	제주특별자치도 제주시 애월읍 소길1길 19	"#소길리 #레트로 #감성
#음식"
664	공단해장국	제주특별자치도 제주시 복지로 96	"#해장국 #내장탕 #국밥
#음식 #식당"
665	공백	제주특별자치도 제주시 구좌읍 동복로 83	"#휴식/치유 #카페 #동복
#구좌 #음식 #아메리카노 #레몬에이드 #에이드 #에스프레소 #바닐라라떼 #카페라떼 #녹차라떼 #식당"
666	공천포식당	제주특별자치도 서귀포시 남원읍 공천포로 89	"#부모 #커플 #혼자
#친구 #여름 #해변 #음식 #물회 #한치물회 #고등어조림 #갈치조림 #제주갈치조림 #고등어구이 #전복물회 #전복죽 #식당 #한치"
667	과수원집	제주특별자치도 제주시 천수동로 35	"#백숙 #오리구이 #삼계탕
#오골계백숙 #음식 #흑염소전골 #옻닭"
668	곽지BAR다	제주특별자치도 제주시 애월읍 곽지1길 18	"#퓨전 #바 #문어샐러드
#쌀국수 #동파육 #술 #음식 #칵테일"
669	곽지식당	제주특별자치도 제주시 애월읍 곽지3길 27	"#한식 #두루치기 #김치찌개
#파전 #음식 #짬뽕 #어묵탕 #치킨"
670	구닮카페	제주특별자치도 서귀포시 안덕면 산방로 210	"#카페 #커피 #케이크
#샌드위치 #음식 #아메리카노 #에이드 #레몬에이드 #과일주스 #바닐라라떼 #카페라떼 #녹차라떼 #곡물라떼 #돌체라떼 #딸기라떼 #코코넛라떼"
671	구면카페	제주특별자치도 서귀포시 표선면 중산간동로5220번길 47	"#커피 #디저트 #아몬드케이크
#애플망고 #음식 #아이스티 #아메리카노 #핸드드립커피 #빵 #케이크"
672	구이향연동점	제주특별자치도 제주시 연북로 68	"#연포탕 #쌈밥정식 #낙지
#한식 #음식"
673	국수와냉면	제주특별자치도 제주시 탑동로 31-1	"#멸치국수 #냉면 #한식
#음식 #향토음식 #고기국수"
674	국제부두토산품스낵	제주특별자치도 제주시 임항로 191	"#제주항연안여객터미널 #즉석우동 #김밥
#음식 #식당"
675	귀빈식당	제주특별자치도 제주시 추자면 추자로 14-3	"#추자굴비 #추자굴비정식 #추자식당
#추자음식점 #추자도 #음식 #옥돔구이 #국밥 #매운탕 #굴비정식 #식당"
676	귤따고 레드향갈고	제주시 애월읍 애월해안로 274	"#생과일주스 #컵과일 #한라봉
#황금향 #레드향 #음식 #애플망고스무디"
677	귤하르방 동문시장점	제주특별자치도 제주시 동문로4길 18	"#동문시장 #간식 #주전부리
#음식 #식당"
678	그계절	제주특별자치도 제주시 구좌읍 한동로 119	"#한동 #구좌 #플렌테리어
#식물 #밀크티 #음식"
679	그때그집 함덕	제주특별자치도 제주시 조천읍 조함해안로 486	"#함덕해수욕장 #흑돼지 #서우봉
#음식 #식당"
680	그랜드 키친	제주특별자치도 제주시 노연로 12	"#부모 #아이 #휴식/힐링
#음식 #뷔페 #식당"
681	그러므로part2	제주특별자치도 제주시 수목원길 16-14	"#한라수목원 #신제주 #커피
#음식 #카페"
682	그루브	제주특별자치도 제주시 한림읍 한림로 333	"#협재해수욕장 #브런치 #디저트
#음식 #카페"
683	그리다앤쿡	제주특별자치도 제주시 신성로 111	"#레스토랑 #피자 #파스타
#음식 #고르곤졸라화덕피자 #화덕피자 #페페로니햄피자 #봉골레파스타 #해물파스타 #새우로제파스타 #오일파스타"
684	그리트커피	제주특별자치도 제주시 인다6길 57	"#아라동 #크로플 #음식
#카페"
